age,gender,country,education,job_role,code_time_numeric,has_machine_learning_numeric
22-24,Male,India,Master’s degree,Data Scientist,2,1
25-29,Female,South Africa,Bachelor’s degree,Data Scientist,1,1
18-21,Male,India,Bachelor’s degree,Not employed,3,1
30-34,Male,Ireland,Master’s degree,Software Engineer,2,0
25-29,Male,United States of America,Master’s degree,Data Scientist,4,1
22-24,Female,"Iran, Islamic Republic of...",Master’s degree,Student,3,1
25-29,Male,Brazil,Master’s degree,Data Scientist,3,1
25-29,Male,Bangladesh,Master’s degree,Research Scientist,2,0
22-24,Male,India,Bachelor’s degree,Research Scientist,2,1
22-24,Male,India,Bachelor’s degree,Data Engineer,1,0
30-34,Male,United States of America,Bachelor’s degree,Data Scientist,3,1
50-54,Male,United States of America,Doctoral degree,Research Scientist,6,0
18-21,Male,India,Bachelor’s degree,Student,1,1
22-24,Male,India,Bachelor’s degree,Software Engineer,3,1
35-39,Female,Canada,Master’s degree,Not employed,1,1
40-44,Male,Switzerland,Doctoral degree,Software Engineer,5,1
22-24,Male,"Iran, Islamic Republic of...",Bachelor’s degree,Software Engineer,2,0
35-39,Female,United States of America,Master’s degree,Student,2,1
35-39,Male,Canada,Master’s degree,Data Scientist,4,1
55-59,Male,Spain,Doctoral degree,Research Scientist,2,0
40-44,Male,Other,Doctoral degree,Software Engineer,6,1
18-21,Male,Ukraine,Master’s degree,Student,2,1
35-39,Male,United States of America,Doctoral degree,Data Scientist,5,1
30-34,Male,India,Doctoral degree,Not employed,3,1
18-21,Female,Tunisia,Doctoral degree,Student,2,1
55-59,Male,United States of America,Doctoral degree,Data Scientist,6,1
45-49,Male,India,Doctoral degree,Other,5,1
25-29,Male,United States of America,Bachelor’s degree,Software Engineer,5,1
60-69,Male,United States of America,Doctoral degree,Data Scientist,3,1
25-29,Male,United States of America,Doctoral degree,Student,3,1
22-24,Male,Bangladesh,Bachelor’s degree,Student,1,1
30-34,Male,Poland,Some college/university study without earning a bachelor’s degree,Other,0,0
35-39,Male,Singapore,Master’s degree,Data Analyst,5,1
22-24,Male,Greece,Master’s degree,Student,1,1
22-24,Male,Bangladesh,Bachelor’s degree,Data Scientist,3,1
25-29,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,3,1
35-39,Male,United States of America,Master’s degree,Data Analyst,2,0
22-24,Female,Morocco,Master’s degree,Student,1,1
25-29,Male,Russia,Master’s degree,Data Scientist,4,1
22-24,Male,Turkey,Master’s degree,Data Scientist,2,0
18-21,Male,India,Bachelor’s degree,Student,2,1
22-24,Female,Portugal,Master’s degree,Student,3,1
25-29,Male,United States of America,Bachelor’s degree,Software Engineer,4,1
30-34,Female,Egypt,Bachelor’s degree,Data Scientist,3,1
25-29,Male,Netherlands,Doctoral degree,Other,3,1
35-39,Male,United States of America,Master’s degree,Data Scientist,2,1
30-34,Male,Switzerland,Doctoral degree,Research Scientist,5,1
40-44,Male,Other,Professional degree,Research Scientist,2,0
25-29,Female,India,Master’s degree,Data Scientist,3,1
22-24,Male,India,Master’s degree,Data Scientist,1,1
30-34,Male,Brazil,Bachelor’s degree,Business Analyst,1,1
55-59,Female,United States of America,Master’s degree,Not employed,6,1
40-44,Male,Other,Master’s degree,Data Scientist,5,1
25-29,Male,India,Bachelor’s degree,Data Scientist,3,1
30-34,Male,France,Master’s degree,Software Engineer,4,0
35-39,Male,Singapore,Master’s degree,Product/Project Manager,5,1
22-24,Male,India,Bachelor’s degree,Other,1,0
30-34,Female,United States of America,Doctoral degree,Research Scientist,4,0
30-34,Male,Russia,Doctoral degree,Data Scientist,3,1
25-29,Male,Viet Nam,Bachelor’s degree,Software Engineer,1,0
25-29,Male,Brazil,Master’s degree,Data Scientist,3,1
22-24,Female,India,Master’s degree,Student,1,1
35-39,Male,India,Master’s degree,Other,3,1
30-34,Male,Peru,Professional degree,Product/Project Manager,1,0
40-44,Female,South Africa,Bachelor’s degree,Data Scientist,6,1
22-24,Female,Canada,Master’s degree,Student,2,1
55-59,Female,United States of America,Master’s degree,Product/Project Manager,1,0
30-34,Female,United States of America,Doctoral degree,Research Scientist,4,0
35-39,Male,India,Master’s degree,Data Scientist,5,1
35-39,Male,India,Master’s degree,Data Analyst,2,1
18-21,Male,Kenya,Bachelor’s degree,Software Engineer,1,0
22-24,Female,Pakistan,Master’s degree,Student,1,1
45-49,Male,Turkey,Doctoral degree,Data Analyst,5,0
35-39,Male,Other,Master’s degree,Software Engineer,4,0
22-24,Male,India,Master’s degree,Data Scientist,2,1
25-29,Male,Other,Doctoral degree,Software Engineer,3,0
45-49,Male,United States of America,Master’s degree,Other,5,0
35-39,Male,Germany,Master’s degree,Business Analyst,1,1
18-21,Male,United States of America,Bachelor’s degree,Student,3,1
30-34,Male,United States of America,Doctoral degree,Research Scientist,5,1
22-24,Male,United States of America,Master’s degree,Student,1,1
50-54,Male,Taiwan,Master’s degree,Software Engineer,5,0
22-24,Female,Pakistan,Master’s degree,Student,2,1
25-29,Male,Italy,Master’s degree,Data Scientist,3,1
45-49,Male,Brazil,I prefer not to answer,Data Scientist,4,1
18-21,Female,India,Bachelor’s degree,Student,1,1
18-21,Male,Egypt,Bachelor’s degree,Student,1,1
55-59,Male,Netherlands,Doctoral degree,Business Analyst,3,0
35-39,Male,Chile,Master’s degree,Other,1,0
22-24,Male,India,Bachelor’s degree,Not employed,0,1
18-21,Male,United States of America,Master’s degree,Student,3,1
30-34,Male,Singapore,Doctoral degree,Software Engineer,4,0
35-39,Female,"Iran, Islamic Republic of...",Master’s degree,Data Analyst,2,1
35-39,Male,Russia,Master’s degree,Software Engineer,3,1
18-21,Male,India,Bachelor’s degree,Student,2,1
22-24,Male,Taiwan,Master’s degree,Software Engineer,3,0
35-39,Male,Poland,Doctoral degree,Data Scientist,4,0
40-44,Male,Canada,Professional degree,Other,0,0
18-21,Male,India,Some college/university study without earning a bachelor’s degree,Student,1,1
35-39,Male,India,Master’s degree,Product/Project Manager,5,0
25-29,Female,Japan,Master’s degree,Data Scientist,0,0
30-34,Male,Brazil,Professional degree,Other,4,0
30-34,Male,Pakistan,Master’s degree,Software Engineer,3,0
40-44,Male,Other,Master’s degree,Data Scientist,4,1
35-39,Male,Other,Master’s degree,Product/Project Manager,2,1
35-39,Male,India,Bachelor’s degree,Product/Project Manager,5,1
30-34,Female,Italy,Doctoral degree,Data Scientist,3,1
18-21,Male,India,Master’s degree,Student,2,1
25-29,Female,India,Master’s degree,Software Engineer,3,1
18-21,Male,Russia,Bachelor’s degree,Student,2,1
45-49,Prefer not to say,Italy,I prefer not to answer,Software Engineer,3,0
25-29,Female,Other,Master’s degree,Software Engineer,3,1
22-24,Female,India,Bachelor’s degree,Student,1,1
22-24,Male,United States of America,Master’s degree,Data Scientist,4,0
35-39,Male,Brazil,Some college/university study without earning a bachelor’s degree,Software Engineer,2,0
18-21,Male,United States of America,Bachelor’s degree,Data Scientist,2,1
18-21,Female,Mexico,Some college/university study without earning a bachelor’s degree,Student,1,1
30-34,Male,South Africa,Bachelor’s degree,Data Scientist,3,1
60-69,Male,United States of America,Doctoral degree,Data Scientist,6,1
25-29,Male,Russia,Master’s degree,Data Analyst,3,1
25-29,Female,Brazil,Professional degree,Data Analyst,2,0
60-69,Male,Mexico,Master’s degree,Other,0,1
22-24,Female,Switzerland,Master’s degree,Student,2,1
18-21,Male,India,Bachelor’s degree,Student,2,1
35-39,Female,United States of America,Doctoral degree,Other,5,0
25-29,Male,Nigeria,Bachelor’s degree,Student,2,1
30-34,Male,United States of America,Master’s degree,Data Scientist,3,1
40-44,Male,United States of America,Master’s degree,Data Scientist,4,1
35-39,Male,Germany,Master’s degree,Research Scientist,4,1
35-39,Male,India,Master’s degree,Student,2,1
25-29,Male,Spain,Bachelor’s degree,Student,1,1
30-34,Male,Japan,Master’s degree,Software Engineer,3,0
35-39,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Research Scientist,4,1
30-34,Male,Switzerland,Master’s degree,Other,3,0
18-21,Male,India,Bachelor’s degree,Student,1,1
18-21,Male,India,Some college/university study without earning a bachelor’s degree,Student,1,1
50-54,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5,1
25-29,Male,Brazil,Master’s degree,Student,3,1
30-34,Male,Russia,Master’s degree,Product/Project Manager,1,1
25-29,Male,Argentina,Professional degree,Other,2,0
35-39,Male,Argentina,Master’s degree,Business Analyst,1,0
30-34,Male,India,Bachelor’s degree,Software Engineer,4,1
18-21,Male,Switzerland,Master’s degree,Student,2,1
22-24,Male,Poland,Master’s degree,Data Analyst,2,1
25-29,Male,Brazil,Bachelor’s degree,Data Scientist,2,1
22-24,Male,Taiwan,Master’s degree,Student,2,1
45-49,Male,United States of America,Master’s degree,Other,2,1
30-34,Female,India,Doctoral degree,Student,4,1
25-29,Male,United States of America,Master’s degree,Data Scientist,3,1
35-39,Male,Other,Doctoral degree,Product/Project Manager,1,0
25-29,Male,India,Doctoral degree,Student,0,1
50-54,Male,India,Master’s degree,Not employed,4,1
22-24,Male,Canada,Bachelor’s degree,Data Analyst,3,0
35-39,Female,Brazil,Doctoral degree,Data Scientist,5,1
22-24,Female,India,Bachelor’s degree,Student,1,1
35-39,Male,United States of America,Master’s degree,Product/Project Manager,0,0
35-39,Male,Germany,Bachelor’s degree,Software Engineer,1,0
30-34,Male,United States of America,Master’s degree,Data Scientist,5,1
25-29,Male,India,Master’s degree,Data Scientist,3,1
25-29,Female,Ukraine,Bachelor’s degree,Other,0,0
40-44,Male,Colombia,Doctoral degree,Research Scientist,0,0
35-39,Male,Italy,Doctoral degree,Research Scientist,4,0
40-44,Male,Brazil,Master’s degree,Business Analyst,5,1
30-34,Male,Russia,Master’s degree,Software Engineer,3,1
60-69,Male,United States of America,Doctoral degree,Business Analyst,5,1
22-24,Female,Other,Bachelor’s degree,Student,1,1
18-21,Male,India,Master’s degree,Student,2,1
22-24,Male,United States of America,Bachelor’s degree,Data Scientist,3,1
18-21,Male,India,Bachelor’s degree,Student,1,1
25-29,Male,Bangladesh,Bachelor’s degree,Research Scientist,1,0
30-34,Male,United States of America,Master’s degree,Data Scientist,3,1
40-44,Male,Brazil,Doctoral degree,Research Scientist,1,0
25-29,Male,India,Bachelor’s degree,Software Engineer,1,1
30-34,Male,India,Master’s degree,Software Engineer,2,1
30-34,Female,Russia,Doctoral degree,Product/Project Manager,1,1
25-29,Male,Brazil,Doctoral degree,Data Engineer,3,1
18-21,Male,India,Bachelor’s degree,Student,1,1
50-54,Male,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,6,1
22-24,Male,Argentina,Bachelor’s degree,Software Engineer,3,1
25-29,Female,United States of America,Doctoral degree,Data Engineer,4,1
30-34,Male,United States of America,Bachelor’s degree,Other,5,1
25-29,Female,United States of America,Master’s degree,Data Scientist,3,1
25-29,Male,United States of America,Master’s degree,Student,4,1
18-21,Male,Indonesia,Bachelor’s degree,Business Analyst,2,0
45-49,Male,United States of America,Doctoral degree,Data Scientist,4,1
50-54,Female,Romania,Doctoral degree,Research Scientist,2,0
45-49,Male,Colombia,Master’s degree,Software Engineer,3,1
35-39,Male,France,Doctoral degree,Research Scientist,5,1
18-21,Male,India,Master’s degree,Student,1,1
18-21,Male,India,Master’s degree,Student,2,1
25-29,Male,Japan,Master’s degree,Data Scientist,3,1
40-44,Male,Germany,Master’s degree,Data Analyst,3,0
30-34,Female,Nigeria,Master’s degree,Research Scientist,3,1
22-24,Male,Morocco,Master’s degree,Data Scientist,1,1
40-44,Female,United States of America,Bachelor’s degree,DBA/Database Engineer,3,0
25-29,Male,India,Master’s degree,Data Analyst,2,0
18-21,Male,Malaysia,Bachelor’s degree,Student,1,1
70+,Male,Other,Bachelor’s degree,Not employed,6,1
40-44,Male,Brazil,Doctoral degree,Other,5,1
18-21,Male,India,Bachelor’s degree,Student,1,1
50-54,Male,Spain,Master’s degree,Data Scientist,3,1
22-24,Male,Portugal,Master’s degree,Data Scientist,2,1
45-49,Male,United States of America,Master’s degree,Software Engineer,3,1
35-39,Male,United States of America,Doctoral degree,Research Scientist,4,0
30-34,Male,United States of America,Master’s degree,Data Scientist,4,1
22-24,Male,Nigeria,Bachelor’s degree,Student,1,1
30-34,Female,United States of America,Doctoral degree,Research Scientist,4,1
18-21,Male,India,Bachelor’s degree,Student,1,1
22-24,Male,India,Bachelor’s degree,Software Engineer,1,1
30-34,Male,Ukraine,Master’s degree,Data Engineer,3,1
22-24,Male,India,Bachelor’s degree,Software Engineer,2,1
22-24,Female,India,Master’s degree,Software Engineer,2,0
35-39,Female,United States of America,Master’s degree,Statistician,4,0
18-21,Male,United States of America,Master’s degree,Student,2,1
22-24,Male,India,Master’s degree,Student,3,1
35-39,Male,India,Master’s degree,Product/Project Manager,2,1
22-24,Female,Russia,Master’s degree,Data Scientist,3,1
22-24,Female,India,Master’s degree,Not employed,2,1
40-44,Female,United States of America,Master’s degree,Software Engineer,2,0
22-24,Male,Russia,Bachelor’s degree,Data Scientist,2,1
25-29,Male,India,Professional degree,Software Engineer,1,0
30-34,Female,United States of America,Doctoral degree,Data Scientist,4,1
25-29,Male,South Korea,Some college/university study without earning a bachelor’s degree,Student,1,1
25-29,Male,Germany,Master’s degree,Student,4,1
22-24,Female,India,Master’s degree,Data Engineer,3,1
22-24,Male,Brazil,Master’s degree,Data Scientist,2,1
50-54,Male,United States of America,Doctoral degree,Research Scientist,6,0
18-21,Male,India,Master’s degree,Student,1,1
30-34,Male,Morocco,Doctoral degree,Data Scientist,1,1
25-29,Female,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,1,1
35-39,Male,United States of America,Master’s degree,Data Scientist,4,0
40-44,Male,Argentina,Master’s degree,Data Scientist,5,1
40-44,Male,Other,Doctoral degree,Research Scientist,2,0
30-34,Male,Colombia,Master’s degree,Business Analyst,3,1
30-34,Female,Canada,Doctoral degree,Research Scientist,1,0
35-39,Male,India,Master’s degree,Product/Project Manager,3,1
35-39,Male,United States of America,Master’s degree,Software Engineer,5,0
50-54,Male,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,2,0
55-59,Male,United States of America,Master’s degree,Data Scientist,5,1
30-34,Female,United States of America,Some college/university study without earning a bachelor’s degree,Business Analyst,1,0
25-29,Male,India,Master’s degree,Data Scientist,3,1
25-29,Male,United States of America,Master’s degree,Data Scientist,2,0
35-39,Male,United States of America,Master’s degree,Other,4,1
35-39,Male,India,Master’s degree,Data Scientist,2,1
45-49,Male,Argentina,Professional degree,Data Scientist,2,1
25-29,Male,India,Master’s degree,Data Scientist,3,1
22-24,Male,Pakistan,Bachelor’s degree,Data Analyst,1,1
25-29,Male,India,Professional degree,Research Scientist,3,1
22-24,Male,Taiwan,Master’s degree,Student,2,1
18-21,Female,India,Bachelor’s degree,Student,1,1
25-29,Male,Canada,Bachelor’s degree,Product/Project Manager,1,0
22-24,Male,Russia,Master’s degree,Business Analyst,1,1
25-29,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Student,3,1
45-49,Male,Spain,Professional degree,Other,5,1
30-34,Male,United States of America,Master’s degree,Software Engineer,4,1
22-24,Male,Russia,Master’s degree,Business Analyst,2,0
22-24,Male,Belarus,Master’s degree,Data Analyst,2,1
18-21,Male,India,Bachelor’s degree,Student,1,1
22-24,Male,India,Bachelor’s degree,Data Scientist,4,1
18-21,Male,India,Bachelor’s degree,Student,1,1
60-69,Male,France,Master’s degree,Not employed,3,1
35-39,Male,India,Master’s degree,Data Analyst,4,1
25-29,Male,United States of America,Master’s degree,Data Scientist,4,1
